Action Entropy,Policy Type,Potential,Collision Likelihood,Reach Reduction,Trial_ID
0.2,Local Feedback,5.281868735157114e-06,0.999563029901917,0.00039092350810031936,31
0.2,Global Optimal,0.013511258918206773,0.01877857049367826,1.0000000000000007,32
0.2,Local Feedback,0.013028036929457745,0.035764394100824326,0.964235605899176,32
0.2,Global Optimal,0.01049395269813805,0.32918497655967593,0.7766820813415976,33
0.2,Local Feedback,5.281868735157114e-06,0.999563029901917,0.00039092350810031936,33
0.2,Global Optimal,0.08069956390646613,0.18583479076048537,0.9924414547282747,34
0.2,Local Feedback,0.014751134521415115,0.8183610777891617,0.1814091265758708,34
0.2,Global Optimal,0.0168709436781375,0.025393111294045534,1.0000000000000009,35
0.2,Local Feedback,0.015502333178170286,0.08112234419588193,0.9188776558041183,35
0.2,Global Optimal,0.03858917392374647,0.22479386840515225,0.9831007567006996,36
0.2,Local Feedback,0.0019138357181911249,0.9501198142140171,0.04875702564849968,36
0.2,Global Optimal,0.007251223641288619,0.01828471427202727,1.0000000000000007,37
0.2,Local Feedback,0.007109051942198452,0.019606580368123905,0.9803934196318767,37
0.2,Global Optimal,0.01049395269813805,0.32918497655967593,0.7766820813415976,38
0.2,Local Feedback,5.281868735157114e-06,0.999563029901917,0.00039092350810031936,38
0.2,Global Optimal,0.03858917392374647,0.22479386840515225,0.9831007567006996,39
0.2,Local Feedback,0.0019138357181911249,0.9501198142140171,0.04875702564849968,39
0.2,Global Optimal,0.0564958921656303,0.026485566208426126,1.0000000000000004,40
0.2,Local Feedback,0.053034063957636005,0.061275750772200266,0.9387242492277997,40
0.2,Global Optimal,0.005422746115016665,0.31074803917816674,0.7478387625695941,41
0.2,Local Feedback,7.587284891441888e-05,0.9887545409645733,0.010463454537851701,41
0.2,Global Optimal,0.01049395269813805,0.3254952699169853,0.7766820813415971,42
0.2,Local Feedback,4.359351453547249e-06,0.999646698339682,0.00032264583781108,42
0.2,Global Optimal,0.08069956390646613,0.18583479076048537,0.9924414547282747,43
0.2,Local Feedback,0.014751134521415115,0.8183610777891617,0.1814091265758708,43
0.2,Global Optimal,0.03858917392374647,0.22479386840515225,0.9831007567006996,44
0.2,Local Feedback,0.0019138357181911249,0.9501198142140171,0.04875702564849968,44
0.2,Global Optimal,0.007251223641288617,0.019821093464689632,1.0000000000000007,45
0.2,Local Feedback,0.00702492963412582,0.031207699328741456,0.968792300671259,45
0.2,Global Optimal,0.05649589216563029,0.024698867512199074,1.0000000000000007,46
0.2,Local Feedback,0.05326726768198228,0.05714795111443771,0.9428520488855623,46
0.2,Global Optimal,0.007251223641288619,0.01828471427202727,1.0000000000000007,47
0.2,Local Feedback,0.007109051942198452,0.019606580368123905,0.9803934196318767,47
0.2,Global Optimal,0.0314357547782502,0.02324406317529948,1.0000000000000002,48
0.2,Local Feedback,0.02973349301115274,0.05415049770890834,0.9458495022910914,48
0.2,Global Optimal,0.05649589216563029,0.024698867512199074,1.0000000000000007,49
0.2,Local Feedback,0.05326726768198228,0.05714795111443771,0.9428520488855623,49
0.3,Global Optimal,0.013393246499402899,0.039199587193599505,0.9999999999999998,0
0.3,Local Feedback,0.01238722984164131,0.07511372674328343,0.9248862732567165,0
0.3,Global Optimal,0.0020577622084327445,0.250193221752399,0.7231376056730707,1
0.3,Local Feedback,0.00018800678551671914,0.9200957906150968,0.06606923587754983,1
0.3,Global Optimal,0.013393246499402897,0.03919477737699395,0.9999999999999999,2
0.3,Local Feedback,0.012351285830009181,0.07779746825686884,0.9222025317431312,2
0.3,Global Optimal,0.016500538570628873,0.17943467366893695,0.9708707155746388,3
0.3,Local Feedback,0.00437201456439329,0.7264643635327099,0.25724377967824624,3
0.3,Global Optimal,0.005480303658604688,0.033746029270490974,1.0000000000000002,4
0.3,Local Feedback,0.005271985293145116,0.038012193928795734,0.961987806071204,4
0.3,Global Optimal,0.010341363022403412,0.03812106763458156,1.0,5
0.3,Local Feedback,0.008462610378941048,0.1816735994464418,0.818326400553558,5
0.3,Global Optimal,0.013393246499402897,0.03919477737699395,0.9999999999999999,6
0.3,Local Feedback,0.012351285830009181,0.07779746825686884,0.9222025317431312,6
0.3,Global Optimal,0.013393246499402897,0.03919477737699395,0.9999999999999999,7
0.3,Local Feedback,0.012351285830009181,0.07779746825686884,0.9222025317431312,7
0.3,Global Optimal,0.006954332943848125,0.03869792011043405,1.0,8
0.3,Local Feedback,0.006316654485856252,0.09169512922960799,0.908304870770392,8
0.3,Global Optimal,0.0020577622084327445,0.250193221752399,0.7231376056730707,9
0.3,Local Feedback,0.00018800678551671914,0.9200957906150968,0.06606923587754983,9
0.3,Global Optimal,0.006954332943848126,0.04612233134750632,0.9999999999999998,10
0.3,Local Feedback,0.006204285336134741,0.10785327849120074,0.8921467215087991,10
0.3,Global Optimal,0.025273129506499455,0.034384228097126934,1.0,11
0.3,Local Feedback,0.023118898697090856,0.08523799194929949,0.9147620080507006,11
0.3,Global Optimal,0.006954332943848126,0.04612233134750632,0.9999999999999998,12
0.3,Local Feedback,0.006204285336134741,0.10785327849120074,0.8921467215087991,12
0.3,Global Optimal,0.002572975497523941,0.07623153588382059,0.9041935618751802,13
0.3,Local Feedback,0.0007436793770835792,0.7200512159674057,0.2613433767657013,13
0.3,Global Optimal,0.002572975497523941,0.07623153588382059,0.9041935618751802,14
0.3,Local Feedback,0.0007436793770835792,0.7200512159674057,0.2613433767657013,14
0.3,Global Optimal,0.025273129506499455,0.034384228097126934,1.0,15
0.3,Local Feedback,0.023118898697090856,0.08523799194929949,0.9147620080507006,15
0.3,Global Optimal,0.025273129506499455,0.034384228097126934,1.0,16
0.3,Local Feedback,0.023118898697090856,0.08523799194929949,0.9147620080507006,16
0.3,Global Optimal,0.018528757368931423,0.2732554464149979,0.9303323602671111,17
0.3,Local Feedback,0.0004280728833521003,0.9748717243914707,0.021493619243084447,17
0.3,Global Optimal,0.0020577622084327445,0.250193221752399,0.7231376056730707,18
