Action Entropy,Policy Type,Potential,Collision Likelihood,Trial_ID
0.5,Local Feedback,8.329842858043021e-06,0.7999998117063121,6
0.5,Global Feedback,0.7042125670228029,0.0598727966841854,7
0.5,Local Feedback,0.02969864803114804,0.7797058170612465,7
0.5,Global Feedback,0.2676836894213873,0.0787189307817545,8
0.5,Local Feedback,0.09187072896808818,0.5842529670005154,8
0.5,Global Feedback,0.4610939972836618,0.1727196860580574,9
0.5,Local Feedback,1.3340175680894033e-13,0.8,9
0.5,Global Feedback,0.3452528491208607,0.1695856840328724,10
0.5,Local Feedback,8.043183834970178e-15,0.8,10
0.5,Global Feedback,0.3429938840933613,0.0836058411639315,11
0.5,Local Feedback,0.2115059497509465,0.21704093217872522,11
